"DIM2","Näitaja","DIM3","Tegevusala (EMTAK 2008)","DIM4","Tööga hõivatud isikute arv","DIM5","Turvalisus","TIME","Vaatlusperiood","Value","Flag Codes","Flags"
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","1","Kokku","7","VPNi kasutamine","2019","2019",82.9,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","1","Kokku","8","Turvaintsidendi logifailide kopeerimine ja säilitamine analüüsiks","2019","2019",77.4,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","1","Kokku","9","IKT riskianalüüside teostamine","2019","2019",73.6,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","1","Kokku","10","IKT turvatestid","2019","2019",73.8,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","1","Kokku","11","Kasutatakse IKT turvalisuse meetodeid","2019","2019",94.8,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","1","Kokku","12","Vabatahtlik IKT turvalisuse koolitusel osalemine, sisemise teabe edastamine","2019","2019",83.9,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","1","Kokku","13","Kohustuslikud koolitused, kohustusliku materjali lugemine","2019","2019",84.1,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","1","Kokku","14","IKT turvalisusega seonduv on fikseeritud lepingus","2019","2019",80.5,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","1","Kokku","15","Töötajaid teavitatakse IKT turvalisusest eri viisidel","2019","2019",89.2,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","1","Kokku","16","IKT turvalisuse teemadest ei teavitata","2019","2019",9.5,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","1","Kokku","17","IKT turvalisuse tegevuste teostajad on ettevõtte enda töötajad","2019","2019",77.6,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","1","Kokku","18","IKT turvalisuse tegevusi teostab väline teenusepakkuja","2019","2019",56,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","1","Kokku","19","IKT turvalisuse tegevusi teostavad ettevõtte enda töötajad ja väline teenusepakkuja","2019","2019",96.1,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","1","Kokku","20","IKT alaseid, sh IKT turvalisusega seotud ülesandeid teostavad ettevõtte enda töötajad","2019","2019",69.1,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","1","Kokku","21","IKT alaseid ülesandeid teostavad enda töötajad, IKT turvalisuse ülesandeid väline teenusepakkuja","2019","2019",30.3,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","1","Kokku","22","IKT alaseid ülesandeid teostab väline teenusepakkuja, IKT turvalisuse ülesandeid enda töötaja","2019","2019",54.6,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","1","Kokku","23","IKT alaseid, sealhulgas IKT turvalisusega seotud ülesandeid teostab väline teenusepakkuja","2019","2019",52.1,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","1","Kokku","24","Dokumendid IKT turvalisuse hindamise, praktikate, protseduuride kohta","2019","2019",74.3,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","1","Kokku","25","Ettevõttes IKT spetsialistid ja dokumentatsioon IKT turvalisuse hindamise, praktikate ja protseduuride kohta","2019","2019",38.6,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","1","Kokku","26","Turvapoliitikat muudeti viimati viimase 12 kuu jooksul","2019","2019",63,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","1","Kokku","27","Turvapoliitikat muudeti viimati 12 kuni 24 kuud tagasi","2019","2019",7.4,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","1","Kokku","28","Turvapoliitikat muudeti viimati rohkem kui 24 kuud tagasi","2019","2019",3.9,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","1","Kokku","29","Turvapoliitikat muudeti viimati viimase 24 kuu jooksul","2019","2019",70.4,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","1","Kokku","30","Eelmisel aastal kokkupuude IKT turvaintsidendiga, IKT teenused polnud kättesaadavad","2019","2019",13.4,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","1","Kokku","31","Eelmisel aastal kokkupuude IKT turvaintsidendiga, andmete hävitamine või rikkumine","2019","2019",6.3,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","1","Kokku","32","Eelmisel aastal kokkupuude IKT turvaintsidendiga, konfidentsiaalsete andmete leke","2019","2019",12.5,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","1","Kokku","33","Eelmisel aastal kokkupuude vähemalt ühe IKT turvaintsidendiga","2019","2019",20.8,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","1","Kokku","34","Eelmisel aastal ei puutunud kokku ühegi IKT turvaintsidendiga","2019","2019",77.9,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","1","Kokku","35","Kindlustus IKT turvaintsidentide vastu","2019","2019",19.5,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","2","10-19","1","Tugev paroolide autentimine","2019","2019",83.4,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","2","10-19","2","Värskeimate tarkvara versioonide kasutamine","2019","2019",79.4,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","2","10-19","3","Biomeetrilise meetodi kasutamine kasutaja tuvastamiseks, autentimiseks","2019","2019",3.3,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","2","10-19","4","Andmete, dokumentide, e-kirjade krüpteerimine","2019","2019",65.7,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","2","10-19","5","Andmete varundamine eraldi keskkonda","2019","2019",79.7,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","2","10-19","6","Võrgujuurdepääsu kontroll","2019","2019",80.1,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","2","10-19","7","VPNi kasutamine","2019","2019",69.4,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","2","10-19","8","Turvaintsidendi logifailide kopeerimine ja säilitamine analüüsiks","2019","2019",73.1,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","2","10-19","9","IKT riskianalüüside teostamine","2019","2019",55,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","2","10-19","10","IKT turvatestid","2019","2019",55.4,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","2","10-19","11","Kasutatakse IKT turvalisuse meetodeid","2019","2019",86.8,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","2","10-19","12","Vabatahtlik IKT turvalisuse koolitusel osalemine, sisemise teabe edastamine","2019","2019",65.3,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","2","10-19","13","Kohustuslikud koolitused, kohustusliku materjali lugemine","2019","2019",72,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","2","10-19","14","IKT turvalisusega seonduv on fikseeritud lepingus","2019","2019",72,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","2","10-19","15","Töötajaid teavitatakse IKT turvalisusest eri viisidel","2019","2019",79,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","2","10-19","16","IKT turvalisuse teemadest ei teavitata","2019","2019",17.7,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","2","10-19","17","IKT turvalisuse tegevuste teostajad on ettevõtte enda töötajad","2019","2019",61.9,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","2","10-19","18","IKT turvalisuse tegevusi teostab väline teenusepakkuja","2019","2019",62.4,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","2","10-19","19","IKT turvalisuse tegevusi teostavad ettevõtte enda töötajad ja väline teenusepakkuja","2019","2019",93.4,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","2","10-19","20","IKT alaseid, sh IKT turvalisusega seotud ülesandeid teostavad ettevõtte enda töötajad","2019","2019",58.6,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","2","10-19","21","IKT alaseid ülesandeid teostavad enda töötajad, IKT turvalisuse ülesandeid väline teenusepakkuja","2019","2019",31,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","2","10-19","22","IKT alaseid ülesandeid teostab väline teenusepakkuja, IKT turvalisuse ülesandeid enda töötaja","2019","2019",34.3,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","2","10-19","23","IKT alaseid, sealhulgas IKT turvalisusega seotud ülesandeid teostab väline teenusepakkuja","2019","2019",59.1,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","2","10-19","24","Dokumendid IKT turvalisuse hindamise, praktikate, protseduuride kohta","2019","2019",59.1,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","2","10-19","25","Ettevõttes IKT spetsialistid ja dokumentatsioon IKT turvalisuse hindamise, praktikate ja protseduuride kohta","2019","2019",18.1,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","2","10-19","26","Turvapoliitikat muudeti viimati viimase 12 kuu jooksul","2019","2019",52.5,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","2","10-19","27","Turvapoliitikat muudeti viimati 12 kuni 24 kuud tagasi","2019","2019",3.3,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","2","10-19","28","Turvapoliitikat muudeti viimati rohkem kui 24 kuud tagasi","2019","2019",3.3,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","2","10-19","29","Turvapoliitikat muudeti viimati viimase 24 kuu jooksul","2019","2019",55.8,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","2","10-19","30","Eelmisel aastal kokkupuude IKT turvaintsidendiga, IKT teenused polnud kättesaadavad","2019","2019",7,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","2","10-19","31","Eelmisel aastal kokkupuude IKT turvaintsidendiga, andmete hävitamine või rikkumine","2019","2019",7,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","2","10-19","32","Eelmisel aastal kokkupuude IKT turvaintsidendiga, konfidentsiaalsete andmete leke","2019","2019",10.3,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","2","10-19","33","Eelmisel aastal kokkupuude vähemalt ühe IKT turvaintsidendiga","2019","2019",10.3,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","2","10-19","34","Eelmisel aastal ei puutunud kokku ühegi IKT turvaintsidendiga","2019","2019",86.4,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","2","10-19","35","Kindlustus IKT turvaintsidentide vastu","2019","2019",10.3,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","3","20-49","1","Tugev paroolide autentimine","2019","2019",91.6,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","3","20-49","2","Värskeimate tarkvara versioonide kasutamine","2019","2019",91.2,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","3","20-49","3","Biomeetrilise meetodi kasutamine kasutaja tuvastamiseks, autentimiseks","2019","2019",12.4,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","3","20-49","4","Andmete, dokumentide, e-kirjade krüpteerimine","2019","2019",83.6,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","3","20-49","5","Andmete varundamine eraldi keskkonda","2019","2019",95.6,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","3","20-49","6","Võrgujuurdepääsu kontroll","2019","2019",91.6,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","3","20-49","7","VPNi kasutamine","2019","2019",82.4,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","3","20-49","8","Turvaintsidendi logifailide kopeerimine ja säilitamine analüüsiks","2019","2019",78.8,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","3","20-49","9","IKT riskianalüüside teostamine","2019","2019",78.8,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","3","20-49","10","IKT turvatestid","2019","2019",78.8,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","3","20-49","11","Kasutatakse IKT turvalisuse meetodeid","2019","2019",100,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","3","20-49","12","Vabatahtlik IKT turvalisuse koolitusel osalemine, sisemise teabe edastamine","2019","2019",91.2,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","3","20-49","13","Kohustuslikud koolitused, kohustusliku materjali lugemine","2019","2019",87.2,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","3","20-49","14","IKT turvalisusega seonduv on fikseeritud lepingus","2019","2019",82.8,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","3","20-49","15","Töötajaid teavitatakse IKT turvalisusest eri viisidel","2019","2019",91.2,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","3","20-49","16","IKT turvalisuse teemadest ei teavitata","2019","2019",8.8,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","3","20-49","17","IKT turvalisuse tegevuste teostajad on ettevõtte enda töötajad","2019","2019",74.4,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","3","20-49","18","IKT turvalisuse tegevusi teostab väline teenusepakkuja","2019","2019",62.4,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","3","20-49","19","IKT turvalisuse tegevusi teostavad ettevõtte enda töötajad ja väline teenusepakkuja","2019","2019",95.6,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","3","20-49","20","IKT alaseid, sh IKT turvalisusega seotud ülesandeid teostavad ettevõtte enda töötajad","2019","2019",53.6,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","3","20-49","21","IKT alaseid ülesandeid teostavad enda töötajad, IKT turvalisuse ülesandeid väline teenusepakkuja","2019","2019",20.4,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","3","20-49","22","IKT alaseid ülesandeid teostab väline teenusepakkuja, IKT turvalisuse ülesandeid enda töötaja","2019","2019",53.6,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","3","20-49","23","IKT alaseid, sealhulgas IKT turvalisusega seotud ülesandeid teostab väline teenusepakkuja","2019","2019",62.4,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","3","20-49","24","Dokumendid IKT turvalisuse hindamise, praktikate, protseduuride kohta","2019","2019",79.6,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","3","20-49","25","Ettevõttes IKT spetsialistid ja dokumentatsioon IKT turvalisuse hindamise, praktikate ja protseduuride kohta","2019","2019",29.2,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","3","20-49","26","Turvapoliitikat muudeti viimati viimase 12 kuu jooksul","2019","2019",54,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","3","20-49","27","Turvapoliitikat muudeti viimati 12 kuni 24 kuud tagasi","2019","2019",16.8,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","3","20-49","28","Turvapoliitikat muudeti viimati rohkem kui 24 kuud tagasi","2019","2019",8.8,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","3","20-49","29","Turvapoliitikat muudeti viimati viimase 24 kuu jooksul","2019","2019",70.8,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","3","20-49","30","Eelmisel aastal kokkupuude IKT turvaintsidendiga, IKT teenused polnud kättesaadavad","2019","2019",12.4,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","3","20-49","31","Eelmisel aastal kokkupuude IKT turvaintsidendiga, andmete hävitamine või rikkumine","2019","2019",0,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","3","20-49","32","Eelmisel aastal kokkupuude IKT turvaintsidendiga, konfidentsiaalsete andmete leke","2019","2019",4,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","3","20-49","33","Eelmisel aastal kokkupuude vähemalt ühe IKT turvaintsidendiga","2019","2019",12.4,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","3","20-49","34","Eelmisel aastal ei puutunud kokku ühegi IKT turvaintsidendiga","2019","2019",87.6,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","3","20-49","35","Kindlustus IKT turvaintsidentide vastu","2019","2019",4,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","4","50-99","1","Tugev paroolide autentimine","2019","2019",100,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","4","50-99","2","Värskeimate tarkvara versioonide kasutamine","2019","2019",100,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","4","50-99","3","Biomeetrilise meetodi kasutamine kasutaja tuvastamiseks, autentimiseks","2019","2019",18.3,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","4","50-99","4","Andmete, dokumentide, e-kirjade krüpteerimine","2019","2019",100,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","4","50-99","5","Andmete varundamine eraldi keskkonda","2019","2019",100,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","4","50-99","6","Võrgujuurdepääsu kontroll","2019","2019",100,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","4","50-99","7","VPNi kasutamine","2019","2019",100,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","4","50-99","8","Turvaintsidendi logifailide kopeerimine ja säilitamine analüüsiks","2019","2019",91.7,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","4","50-99","9","IKT riskianalüüside teostamine","2019","2019",90,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","4","50-99","10","IKT turvatestid","2019","2019",90,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","4","50-99","11","Kasutatakse IKT turvalisuse meetodeid","2019","2019",100,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","4","50-99","12","Vabatahtlik IKT turvalisuse koolitusel osalemine, sisemise teabe edastamine","2019","2019",100,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","4","50-99","13","Kohustuslikud koolitused, kohustusliku materjali lugemine","2019","2019",100,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","4","50-99","14","IKT turvalisusega seonduv on fikseeritud lepingus","2019","2019",91.7,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","4","50-99","15","Töötajaid teavitatakse IKT turvalisusest eri viisidel","2019","2019",100,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","4","50-99","16","IKT turvalisuse teemadest ei teavitata","2019","2019",0,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","4","50-99","17","IKT turvalisuse tegevuste teostajad on ettevõtte enda töötajad","2019","2019",100,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","4","50-99","18","IKT turvalisuse tegevusi teostab väline teenusepakkuja","2019","2019",45,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","4","50-99","19","IKT turvalisuse tegevusi teostavad ettevõtte enda töötajad ja väline teenusepakkuja","2019","2019",100,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","4","50-99","20","IKT alaseid, sh IKT turvalisusega seotud ülesandeid teostavad ettevõtte enda töötajad","2019","2019",91.7,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","4","50-99","21","IKT alaseid ülesandeid teostavad enda töötajad, IKT turvalisuse ülesandeid väline teenusepakkuja","2019","2019",36.7,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","4","50-99","22","IKT alaseid ülesandeid teostab väline teenusepakkuja, IKT turvalisuse ülesandeid enda töötaja","2019","2019",81.7,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","4","50-99","23","IKT alaseid, sealhulgas IKT turvalisusega seotud ülesandeid teostab väline teenusepakkuja","2019","2019",35,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","4","50-99","24","Dokumendid IKT turvalisuse hindamise, praktikate, protseduuride kohta","2019","2019",90,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","4","50-99","25","Ettevõttes IKT spetsialistid ja dokumentatsioon IKT turvalisuse hindamise, praktikate ja protseduuride kohta","2019","2019",55,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","4","50-99","26","Turvapoliitikat muudeti viimati viimase 12 kuu jooksul","2019","2019",81.7,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","4","50-99","27","Turvapoliitikat muudeti viimati 12 kuni 24 kuud tagasi","2019","2019",8.3,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","4","50-99","28","Turvapoliitikat muudeti viimati rohkem kui 24 kuud tagasi","2019","2019",0,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","4","50-99","29","Turvapoliitikat muudeti viimati viimase 24 kuu jooksul","2019","2019",90,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","4","50-99","30","Eelmisel aastal kokkupuude IKT turvaintsidendiga, IKT teenused polnud kättesaadavad","2019","2019",8.3,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","4","50-99","31","Eelmisel aastal kokkupuude IKT turvaintsidendiga, andmete hävitamine või rikkumine","2019","2019",0,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","4","50-99","32","Eelmisel aastal kokkupuude IKT turvaintsidendiga, konfidentsiaalsete andmete leke","2019","2019",26.7,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","4","50-99","33","Eelmisel aastal kokkupuude vähemalt ühe IKT turvaintsidendiga","2019","2019",35,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","4","50-99","34","Eelmisel aastal ei puutunud kokku ühegi IKT turvaintsidendiga","2019","2019",65,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","4","50-99","35","Kindlustus IKT turvaintsidentide vastu","2019","2019",26.7,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","5","100-249","1","Tugev paroolide autentimine","2019","2019",100,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","5","100-249","2","Värskeimate tarkvara versioonide kasutamine","2019","2019",100,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","5","100-249","3","Biomeetrilise meetodi kasutamine kasutaja tuvastamiseks, autentimiseks","2019","2019",14.3,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","5","100-249","4","Andmete, dokumentide, e-kirjade krüpteerimine","2019","2019",100,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","5","100-249","5","Andmete varundamine eraldi keskkonda","2019","2019",85.7,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","5","100-249","6","Võrgujuurdepääsu kontroll","2019","2019",100,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","5","100-249","7","VPNi kasutamine","2019","2019",100,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","5","100-249","8","Turvaintsidendi logifailide kopeerimine ja säilitamine analüüsiks","2019","2019",57.1,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","5","100-249","9","IKT riskianalüüside teostamine","2019","2019",85.7,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","5","100-249","10","IKT turvatestid","2019","2019",85.7,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","5","100-249","11","Kasutatakse IKT turvalisuse meetodeid","2019","2019",100,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","5","100-249","12","Vabatahtlik IKT turvalisuse koolitusel osalemine, sisemise teabe edastamine","2019","2019",100,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","5","100-249","13","Kohustuslikud koolitused, kohustusliku materjali lugemine","2019","2019",85.7,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","5","100-249","14","IKT turvalisusega seonduv on fikseeritud lepingus","2019","2019",71.4,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","5","100-249","15","Töötajaid teavitatakse IKT turvalisusest eri viisidel","2019","2019",100,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","5","100-249","16","IKT turvalisuse teemadest ei teavitata","2019","2019",0,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","5","100-249","17","IKT turvalisuse tegevuste teostajad on ettevõtte enda töötajad","2019","2019",100,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","5","100-249","18","IKT turvalisuse tegevusi teostab väline teenusepakkuja","2019","2019",28.6,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","5","100-249","19","IKT turvalisuse tegevusi teostavad ettevõtte enda töötajad ja väline teenusepakkuja","2019","2019",100,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","5","100-249","20","IKT alaseid, sh IKT turvalisusega seotud ülesandeid teostavad ettevõtte enda töötajad","2019","2019",100,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","5","100-249","21","IKT alaseid ülesandeid teostavad enda töötajad, IKT turvalisuse ülesandeid väline teenusepakkuja","2019","2019",28.6,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","5","100-249","22","IKT alaseid ülesandeid teostab väline teenusepakkuja, IKT turvalisuse ülesandeid enda töötaja","2019","2019",85.7,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","5","100-249","23","IKT alaseid, sealhulgas IKT turvalisusega seotud ülesandeid teostab väline teenusepakkuja","2019","2019",28.6,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","5","100-249","24","Dokumendid IKT turvalisuse hindamise, praktikate, protseduuride kohta","2019","2019",71.4,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","5","100-249","25","Ettevõttes IKT spetsialistid ja dokumentatsioon IKT turvalisuse hindamise, praktikate ja protseduuride kohta","2019","2019",71.4,,
"1","Ettevõtete osatähtsus, %","22","Finants- ja kindlustustegevus","5","100-249","26","Turvapoliitikat muudeti viimati viimase 12 kuu jooksul","2019","2019",71.4,,
