Näitaja;Tegevusala;Tööga hõivatud isikute arv;DIM5;Turvalisus;TIME;Vaatlusperiood;ValueStr;Value
Ettevõtete osatähtsus, %;Info ja side;20-49;35;Kindlustus IKT turvaintsidentide vastu;2019;2019;23.2;23,2
Ettevõtete osatähtsus, %;Info ja side;50-99;1;Tugev paroolide autentimine;2019;2019;86.2;86,2
Ettevõtete osatähtsus, %;Info ja side;50-99;2;Värskeimate tarkvara versioonide kasutamine;2019;2019;90.8;90,8
Ettevõtete osatähtsus, %;Info ja side;50-99;3;Biomeetrilise meetodi kasutamine kasutaja tuvastamiseks, autentimiseks;2019;2019;15.4;15,4
Ettevõtete osatähtsus, %;Info ja side;50-99;4;Andmete, dokumentide, e-kirjade krüpteerimine;2019;2019;51.9;51,9
Ettevõtete osatähtsus, %;Info ja side;50-99;5;Andmete varundamine eraldi keskkonda;2019;2019;90.4;90,4
Ettevõtete osatähtsus, %;Info ja side;50-99;6;Võrgujuurdepääsu kontroll;2019;2019;94.6;94,6
Ettevõtete osatähtsus, %;Info ja side;50-99;7;VPNi kasutamine;2019;2019;87.9;87,9
Ettevõtete osatähtsus, %;Info ja side;50-99;8;Turvaintsidendi logifailide kopeerimine ja säilitamine analüüsiks;2019;2019;87.5;87,5
Ettevõtete osatähtsus, %;Info ja side;50-99;9;IKT riskianalüüside teostamine;2019;2019;74.1;74,1
Ettevõtete osatähtsus, %;Info ja side;50-99;10;IKT turvatestid;2019;2019;74.6;74,6
Ettevõtete osatähtsus, %;Info ja side;50-99;11;Kasutatakse IKT turvalisuse meetodeid;2019;2019;97.5;97,5
Ettevõtete osatähtsus, %;Info ja side;50-99;12;Vabatahtlik IKT turvalisuse koolitusel osalemine, sisemise teabe edastamine;2019;2019;77;77
Ettevõtete osatähtsus, %;Info ja side;50-99;13;Kohustuslikud koolitused, kohustusliku materjali lugemine;2019;2019;75.4;75,4
Ettevõtete osatähtsus, %;Info ja side;50-99;14;IKT turvalisusega seonduv on fikseeritud lepingus;2019;2019;76.1;76,1
Ettevõtete osatähtsus, %;Info ja side;50-99;15;Töötajaid teavitatakse IKT turvalisusest eri viisidel;2019;2019;90.8;90,8
Ettevõtete osatähtsus, %;Info ja side;50-99;16;IKT turvalisuse teemadest ei teavitata;2019;2019;9.2;9,2
Ettevõtete osatähtsus, %;Info ja side;50-99;17;IKT turvalisuse tegevuste teostajad on ettevõtte enda töötajad;2019;2019;85.7;85,7
Ettevõtete osatähtsus, %;Info ja side;50-99;18;IKT turvalisuse tegevusi teostab väline teenusepakkuja;2019;2019;35.9;35,9
Ettevõtete osatähtsus, %;Info ja side;50-99;19;IKT turvalisuse tegevusi teostavad ettevõtte enda töötajad ja väline teenusepakkuja;2019;2019;97.5;97,5
Ettevõtete osatähtsus, %;Info ja side;50-99;20;IKT alaseid, sh IKT turvalisusega seotud ülesandeid teostavad ettevõtte enda töötajad;2019;2019;81.5;81,5
Ettevõtete osatähtsus, %;Info ja side;50-99;21;IKT alaseid ülesandeid teostavad enda töötajad, IKT turvalisuse ülesandeid väline teenusepakkuja;2019;2019;24.1;24,1
Ettevõtete osatähtsus, %;Info ja side;50-99;22;IKT alaseid ülesandeid teostab väline teenusepakkuja, IKT turvalisuse ülesandeid enda töötaja;2019;2019;37.3;37,3
Ettevõtete osatähtsus, %;Info ja side;50-99;23;IKT alaseid, sealhulgas IKT turvalisusega seotud ülesandeid teostab väline teenusepakkuja;2019;2019;33.3;33,3
Ettevõtete osatähtsus, %;Info ja side;50-99;24;Dokumendid IKT turvalisuse hindamise, praktikate, protseduuride kohta;2019;2019;52.5;52,5
Ettevõtete osatähtsus, %;Info ja side;50-99;25;Ettevõttes IKT spetsialistid ja dokumentatsioon IKT turvalisuse hindamise, praktikate ja protseduuride kohta;2019;2019;44.1;44,1
Ettevõtete osatähtsus, %;Info ja side;50-99;26;Turvapoliitikat muudeti viimati viimase 12 kuu jooksul;2019;2019;41.6;41,6
Ettevõtete osatähtsus, %;Info ja side;50-99;27;Turvapoliitikat muudeti viimati 12 kuni 24 kuud tagasi;2019;2019;5.4;5,4
Ettevõtete osatähtsus, %;Info ja side;50-99;28;Turvapoliitikat muudeti viimati rohkem kui 24 kuud tagasi;2019;2019;5.4;5,4
Ettevõtete osatähtsus, %;Info ja side;50-99;29;Turvapoliitikat muudeti viimati viimase 24 kuu jooksul;2019;2019;47.1;47,1
Ettevõtete osatähtsus, %;Info ja side;50-99;30;Eelmisel aastal kokkupuude IKT turvaintsidendiga, IKT teenused polnud kättesaadavad;2019;2019;13.7;13,7
Ettevõtete osatähtsus, %;Info ja side;50-99;31;Eelmisel aastal kokkupuude IKT turvaintsidendiga, andmete hävitamine või rikkumine;2019;2019;2.9;2,9
Ettevõtete osatähtsus, %;Info ja side;50-99;32;Eelmisel aastal kokkupuude IKT turvaintsidendiga, konfidentsiaalsete andmete leke;2019;2019;5.4;5,4
Ettevõtete osatähtsus, %;Info ja side;50-99;33;Eelmisel aastal kokkupuude vähemalt ühe IKT turvaintsidendiga;2019;2019;22;22
Ettevõtete osatähtsus, %;Info ja side;50-99;34;Eelmisel aastal ei puutunud kokku ühegi IKT turvaintsidendiga;2019;2019;78;78
Ettevõtete osatähtsus, %;Info ja side;50-99;35;Kindlustus IKT turvaintsidentide vastu;2019;2019;28.8;28,8
Ettevõtete osatähtsus, %;Info ja side;100-249;1;Tugev paroolide autentimine;2019;2019;100;100
Ettevõtete osatähtsus, %;Info ja side;100-249;2;Värskeimate tarkvara versioonide kasutamine;2019;2019;85;85
Ettevõtete osatähtsus, %;Info ja side;100-249;3;Biomeetrilise meetodi kasutamine kasutaja tuvastamiseks, autentimiseks;2019;2019;10;10
Ettevõtete osatähtsus, %;Info ja side;100-249;4;Andmete, dokumentide, e-kirjade krüpteerimine;2019;2019;75;75
Ettevõtete osatähtsus, %;Info ja side;100-249;5;Andmete varundamine eraldi keskkonda;2019;2019;95;95
Ettevõtete osatähtsus, %;Info ja side;100-249;6;Võrgujuurdepääsu kontroll;2019;2019;90;90
Ettevõtete osatähtsus, %;Info ja side;100-249;7;VPNi kasutamine;2019;2019;95;95
Ettevõtete osatähtsus, %;Info ja side;100-249;8;Turvaintsidendi logifailide kopeerimine ja säilitamine analüüsiks;2019;2019;80;80
Ettevõtete osatähtsus, %;Info ja side;100-249;9;IKT riskianalüüside teostamine;2019;2019;70;70
Ettevõtete osatähtsus, %;Info ja side;100-249;10;IKT turvatestid;2019;2019;80;80
Ettevõtete osatähtsus, %;Info ja side;100-249;11;Kasutatakse IKT turvalisuse meetodeid;2019;2019;100;100
Ettevõtete osatähtsus, %;Info ja side;100-249;12;Vabatahtlik IKT turvalisuse koolitusel osalemine, sisemise teabe edastamine;2019;2019;85;85
Ettevõtete osatähtsus, %;Info ja side;100-249;13;Kohustuslikud koolitused, kohustusliku materjali lugemine;2019;2019;80;80
Ettevõtete osatähtsus, %;Info ja side;100-249;14;IKT turvalisusega seonduv on fikseeritud lepingus;2019;2019;80;80
Ettevõtete osatähtsus, %;Info ja side;100-249;15;Töötajaid teavitatakse IKT turvalisusest eri viisidel;2019;2019;95;95
Ettevõtete osatähtsus, %;Info ja side;100-249;16;IKT turvalisuse teemadest ei teavitata;2019;2019;5;5
Ettevõtete osatähtsus, %;Info ja side;100-249;17;IKT turvalisuse tegevuste teostajad on ettevõtte enda töötajad;2019;2019;85;85
Ettevõtete osatähtsus, %;Info ja side;100-249;18;IKT turvalisuse tegevusi teostab väline teenusepakkuja;2019;2019;40;40
Ettevõtete osatähtsus, %;Info ja side;100-249;19;IKT turvalisuse tegevusi teostavad ettevõtte enda töötajad ja väline teenusepakkuja;2019;2019;100;100
Ettevõtete osatähtsus, %;Info ja side;100-249;20;IKT alaseid, sh IKT turvalisusega seotud ülesandeid teostavad ettevõtte enda töötajad;2019;2019;85;85
Ettevõtete osatähtsus, %;Info ja side;100-249;21;IKT alaseid ülesandeid teostavad enda töötajad, IKT turvalisuse ülesandeid väline teenusepakkuja;2019;2019;35;35
Ettevõtete osatähtsus, %;Info ja side;100-249;22;IKT alaseid ülesandeid teostab väline teenusepakkuja, IKT turvalisuse ülesandeid enda töötaja;2019;2019;50;50
Ettevõtete osatähtsus, %;Info ja side;100-249;23;IKT alaseid, sealhulgas IKT turvalisusega seotud ülesandeid teostab väline teenusepakkuja;2019;2019;35;35
Ettevõtete osatähtsus, %;Info ja side;100-249;24;Dokumendid IKT turvalisuse hindamise, praktikate, protseduuride kohta;2019;2019;70;70
Ettevõtete osatähtsus, %;Info ja side;100-249;25;Ettevõttes IKT spetsialistid ja dokumentatsioon IKT turvalisuse hindamise, praktikate ja protseduuride kohta;2019;2019;70;70
Ettevõtete osatähtsus, %;Info ja side;100-249;26;Turvapoliitikat muudeti viimati viimase 12 kuu jooksul;2019;2019;55;55
Ettevõtete osatähtsus, %;Info ja side;100-249;27;Turvapoliitikat muudeti viimati 12 kuni 24 kuud tagasi;2019;2019;5;5
Ettevõtete osatähtsus, %;Info ja side;100-249;28;Turvapoliitikat muudeti viimati rohkem kui 24 kuud tagasi;2019;2019;10;10
Ettevõtete osatähtsus, %;Info ja side;100-249;29;Turvapoliitikat muudeti viimati viimase 24 kuu jooksul;2019;2019;60;60
Ettevõtete osatähtsus, %;Info ja side;100-249;30;Eelmisel aastal kokkupuude IKT turvaintsidendiga, IKT teenused polnud kättesaadavad;2019;2019;20;20
Ettevõtete osatähtsus, %;Info ja side;100-249;31;Eelmisel aastal kokkupuude IKT turvaintsidendiga, andmete hävitamine või rikkumine;2019;2019;5;5
Ettevõtete osatähtsus, %;Info ja side;100-249;32;Eelmisel aastal kokkupuude IKT turvaintsidendiga, konfidentsiaalsete andmete leke;2019;2019;10;10
Ettevõtete osatähtsus, %;Info ja side;100-249;33;Eelmisel aastal kokkupuude vähemalt ühe IKT turvaintsidendiga;2019;2019;20;20
Ettevõtete osatähtsus, %;Info ja side;100-249;34;Eelmisel aastal ei puutunud kokku ühegi IKT turvaintsidendiga;2019;2019;80;80
Ettevõtete osatähtsus, %;Info ja side;100-249;35;Kindlustus IKT turvaintsidentide vastu;2019;2019;30;30
Ettevõtete osatähtsus, %;Info ja side;250 ja enam;1;Tugev paroolide autentimine;2019;2019;100;100
Ettevõtete osatähtsus, %;Info ja side;250 ja enam;2;Värskeimate tarkvara versioonide kasutamine;2019;2019;100;100
Ettevõtete osatähtsus, %;Info ja side;250 ja enam;3;Biomeetrilise meetodi kasutamine kasutaja tuvastamiseks, autentimiseks;2019;2019;20;20
Ettevõtete osatähtsus, %;Info ja side;250 ja enam;4;Andmete, dokumentide, e-kirjade krüpteerimine;2019;2019;60;60
Ettevõtete osatähtsus, %;Info ja side;250 ja enam;5;Andmete varundamine eraldi keskkonda;2019;2019;100;100
Ettevõtete osatähtsus, %;Info ja side;250 ja enam;6;Võrgujuurdepääsu kontroll;2019;2019;100;100
Ettevõtete osatähtsus, %;Info ja side;250 ja enam;7;VPNi kasutamine;2019;2019;100;100
Ettevõtete osatähtsus, %;Info ja side;250 ja enam;8;Turvaintsidendi logifailide kopeerimine ja säilitamine analüüsiks;2019;2019;80;80
Ettevõtete osatähtsus, %;Info ja side;250 ja enam;9;IKT riskianalüüside teostamine;2019;2019;80;80
Ettevõtete osatähtsus, %;Info ja side;250 ja enam;10;IKT turvatestid;2019;2019;80;80
Ettevõtete osatähtsus, %;Info ja side;250 ja enam;11;Kasutatakse IKT turvalisuse meetodeid;2019;2019;100;100
Ettevõtete osatähtsus, %;Info ja side;250 ja enam;12;Vabatahtlik IKT turvalisuse koolitusel osalemine, sisemise teabe edastamine;2019;2019;100;100
Ettevõtete osatähtsus, %;Info ja side;250 ja enam;13;Kohustuslikud koolitused, kohustusliku materjali lugemine;2019;2019;100;100
Ettevõtete osatähtsus, %;Info ja side;250 ja enam;14;IKT turvalisusega seonduv on fikseeritud lepingus;2019;2019;100;100
Ettevõtete osatähtsus, %;Info ja side;250 ja enam;15;Töötajaid teavitatakse IKT turvalisusest eri viisidel;2019;2019;100;100
Ettevõtete osatähtsus, %;Info ja side;250 ja enam;16;IKT turvalisuse teemadest ei teavitata;2019;2019;0;0
Ettevõtete osatähtsus, %;Info ja side;250 ja enam;17;IKT turvalisuse tegevuste teostajad on ettevõtte enda töötajad;2019;2019;100;100
Ettevõtete osatähtsus, %;Info ja side;250 ja enam;18;IKT turvalisuse tegevusi teostab väline teenusepakkuja;2019;2019;30;30
Ettevõtete osatähtsus, %;Info ja side;250 ja enam;19;IKT turvalisuse tegevusi teostavad ettevõtte enda töötajad ja väline teenusepakkuja;2019;2019;100;100
Ettevõtete osatähtsus, %;Info ja side;250 ja enam;20;IKT alaseid, sh IKT turvalisusega seotud ülesandeid teostavad ettevõtte enda töötajad;2019;2019;100;100
Ettevõtete osatähtsus, %;Info ja side;250 ja enam;21;IKT alaseid ülesandeid teostavad enda töötajad, IKT turvalisuse ülesandeid väline teenusepakkuja;2019;2019;30;30
Ettevõtete osatähtsus, %;Info ja side;250 ja enam;22;IKT alaseid ülesandeid teostab väline teenusepakkuja, IKT turvalisuse ülesandeid enda töötaja;2019;2019;60;60
Ettevõtete osatähtsus, %;Info ja side;250 ja enam;23;IKT alaseid, sealhulgas IKT turvalisusega seotud ülesandeid teostab väline teenusepakkuja;2019;2019;10;10
Ettevõtete osatähtsus, %;Info ja side;250 ja enam;24;Dokumendid IKT turvalisuse hindamise, praktikate, protseduuride kohta;2019;2019;90;90
Ettevõtete osatähtsus, %;Info ja side;250 ja enam;25;Ettevõttes IKT spetsialistid ja dokumentatsioon IKT turvalisuse hindamise, praktikate ja protseduuride kohta;2019;2019;90;90
Ettevõtete osatähtsus, %;Info ja side;250 ja enam;26;Turvapoliitikat muudeti viimati viimase 12 kuu jooksul;2019;2019;90;90
Ettevõtete osatähtsus, %;Info ja side;250 ja enam;27;Turvapoliitikat muudeti viimati 12 kuni 24 kuud tagasi;2019;2019;0;0
Ettevõtete osatähtsus, %;Info ja side;250 ja enam;28;Turvapoliitikat muudeti viimati rohkem kui 24 kuud tagasi;2019;2019;0;0
Ettevõtete osatähtsus, %;Info ja side;250 ja enam;29;Turvapoliitikat muudeti viimati viimase 24 kuu jooksul;2019;2019;90;90
Ettevõtete osatähtsus, %;Info ja side;250 ja enam;30;Eelmisel aastal kokkupuude IKT turvaintsidendiga, IKT teenused polnud kättesaadavad;2019;2019;20;20
Ettevõtete osatähtsus, %;Info ja side;250 ja enam;31;Eelmisel aastal kokkupuude IKT turvaintsidendiga, andmete hävitamine või rikkumine;2019;2019;0;0
Ettevõtete osatähtsus, %;Info ja side;250 ja enam;32;Eelmisel aastal kokkupuude IKT turvaintsidendiga, konfidentsiaalsete andmete leke;2019;2019;10;10
Ettevõtete osatähtsus, %;Info ja side;250 ja enam;33;Eelmisel aastal kokkupuude vähemalt ühe IKT turvaintsidendiga;2019;2019;20;20
Ettevõtete osatähtsus, %;Info ja side;250 ja enam;34;Eelmisel aastal ei puutunud kokku ühegi IKT turvaintsidendiga;2019;2019;80;80
Ettevõtete osatähtsus, %;Info ja side;250 ja enam;35;Kindlustus IKT turvaintsidentide vastu;2019;2019;30;30
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;Kokku;1;Tugev paroolide autentimine;2019;2019;91.1;91,1
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;Kokku;2;Värskeimate tarkvara versioonide kasutamine;2019;2019;89.4;89,4
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;Kokku;3;Biomeetrilise meetodi kasutamine kasutaja tuvastamiseks, autentimiseks;2019;2019;9.8;9,8
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;Kokku;4;Andmete, dokumentide, e-kirjade krüpteerimine;2019;2019;81.8;81,8
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;Kokku;5;Andmete varundamine eraldi keskkonda;2019;2019;89.6;89,6
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;Kokku;6;Võrgujuurdepääsu kontroll;2019;2019;89.8;89,8
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;Kokku;7;VPNi kasutamine;2019;2019;82.9;82,9
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;Kokku;8;Turvaintsidendi logifailide kopeerimine ja säilitamine analüüsiks;2019;2019;77.4;77,4
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;Kokku;9;IKT riskianalüüside teostamine;2019;2019;73.6;73,6
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;Kokku;10;IKT turvatestid;2019;2019;73.8;73,8
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;Kokku;11;Kasutatakse IKT turvalisuse meetodeid;2019;2019;94.8;94,8
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;Kokku;12;Vabatahtlik IKT turvalisuse koolitusel osalemine, sisemise teabe edastamine;2019;2019;83.9;83,9
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;Kokku;13;Kohustuslikud koolitused, kohustusliku materjali lugemine;2019;2019;84.1;84,1
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;Kokku;14;IKT turvalisusega seonduv on fikseeritud lepingus;2019;2019;80.5;80,5
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;Kokku;15;Töötajaid teavitatakse IKT turvalisusest eri viisidel;2019;2019;89.2;89,2
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;Kokku;16;IKT turvalisuse teemadest ei teavitata;2019;2019;9.5;9,5
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;Kokku;17;IKT turvalisuse tegevuste teostajad on ettevõtte enda töötajad;2019;2019;77.6;77,6
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;Kokku;18;IKT turvalisuse tegevusi teostab väline teenusepakkuja;2019;2019;56;56
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;Kokku;19;IKT turvalisuse tegevusi teostavad ettevõtte enda töötajad ja väline teenusepakkuja;2019;2019;96.1;96,1
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;Kokku;20;IKT alaseid, sh IKT turvalisusega seotud ülesandeid teostavad ettevõtte enda töötajad;2019;2019;69.1;69,1
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;Kokku;21;IKT alaseid ülesandeid teostavad enda töötajad, IKT turvalisuse ülesandeid väline teenusepakkuja;2019;2019;30.3;30,3
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;Kokku;22;IKT alaseid ülesandeid teostab väline teenusepakkuja, IKT turvalisuse ülesandeid enda töötaja;2019;2019;54.6;54,6
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;Kokku;23;IKT alaseid, sealhulgas IKT turvalisusega seotud ülesandeid teostab väline teenusepakkuja;2019;2019;52.1;52,1
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;Kokku;24;Dokumendid IKT turvalisuse hindamise, praktikate, protseduuride kohta;2019;2019;74.3;74,3
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;Kokku;25;Ettevõttes IKT spetsialistid ja dokumentatsioon IKT turvalisuse hindamise, praktikate ja protseduuride kohta;2019;2019;38.6;38,6
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;Kokku;26;Turvapoliitikat muudeti viimati viimase 12 kuu jooksul;2019;2019;63;63
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;Kokku;27;Turvapoliitikat muudeti viimati 12 kuni 24 kuud tagasi;2019;2019;7.4;7,4
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;Kokku;28;Turvapoliitikat muudeti viimati rohkem kui 24 kuud tagasi;2019;2019;3.9;3,9
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;Kokku;29;Turvapoliitikat muudeti viimati viimase 24 kuu jooksul;2019;2019;70.4;70,4
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;Kokku;30;Eelmisel aastal kokkupuude IKT turvaintsidendiga, IKT teenused polnud kättesaadavad;2019;2019;13.4;13,4
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;Kokku;31;Eelmisel aastal kokkupuude IKT turvaintsidendiga, andmete hävitamine või rikkumine;2019;2019;6.3;6,3
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;Kokku;32;Eelmisel aastal kokkupuude IKT turvaintsidendiga, konfidentsiaalsete andmete leke;2019;2019;12.5;12,5
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;Kokku;33;Eelmisel aastal kokkupuude vähemalt ühe IKT turvaintsidendiga;2019;2019;20.8;20,8
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;Kokku;34;Eelmisel aastal ei puutunud kokku ühegi IKT turvaintsidendiga;2019;2019;77.9;77,9
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;Kokku;35;Kindlustus IKT turvaintsidentide vastu;2019;2019;19.5;19,5
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;10-19;1;Tugev paroolide autentimine;2019;2019;83.4;83,4
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;10-19;2;Värskeimate tarkvara versioonide kasutamine;2019;2019;79.4;79,4
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;10-19;3;Biomeetrilise meetodi kasutamine kasutaja tuvastamiseks, autentimiseks;2019;2019;3.3;3,3
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;10-19;4;Andmete, dokumentide, e-kirjade krüpteerimine;2019;2019;65.7;65,7
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;10-19;5;Andmete varundamine eraldi keskkonda;2019;2019;79.7;79,7
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;10-19;6;Võrgujuurdepääsu kontroll;2019;2019;80.1;80,1
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;10-19;7;VPNi kasutamine;2019;2019;69.4;69,4
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;10-19;8;Turvaintsidendi logifailide kopeerimine ja säilitamine analüüsiks;2019;2019;73.1;73,1
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;10-19;9;IKT riskianalüüside teostamine;2019;2019;55;55
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;10-19;10;IKT turvatestid;2019;2019;55.4;55,4
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;10-19;11;Kasutatakse IKT turvalisuse meetodeid;2019;2019;86.8;86,8
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;10-19;12;Vabatahtlik IKT turvalisuse koolitusel osalemine, sisemise teabe edastamine;2019;2019;65.3;65,3
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;10-19;13;Kohustuslikud koolitused, kohustusliku materjali lugemine;2019;2019;72;72
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;10-19;14;IKT turvalisusega seonduv on fikseeritud lepingus;2019;2019;72;72
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;10-19;15;Töötajaid teavitatakse IKT turvalisusest eri viisidel;2019;2019;79;79
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;10-19;16;IKT turvalisuse teemadest ei teavitata;2019;2019;17.7;17,7
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;10-19;17;IKT turvalisuse tegevuste teostajad on ettevõtte enda töötajad;2019;2019;61.9;61,9
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;10-19;18;IKT turvalisuse tegevusi teostab väline teenusepakkuja;2019;2019;62.4;62,4
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;10-19;19;IKT turvalisuse tegevusi teostavad ettevõtte enda töötajad ja väline teenusepakkuja;2019;2019;93.4;93,4
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;10-19;20;IKT alaseid, sh IKT turvalisusega seotud ülesandeid teostavad ettevõtte enda töötajad;2019;2019;58.6;58,6
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;10-19;21;IKT alaseid ülesandeid teostavad enda töötajad, IKT turvalisuse ülesandeid väline teenusepakkuja;2019;2019;31;31
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;10-19;22;IKT alaseid ülesandeid teostab väline teenusepakkuja, IKT turvalisuse ülesandeid enda töötaja;2019;2019;34.3;34,3
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;10-19;23;IKT alaseid, sealhulgas IKT turvalisusega seotud ülesandeid teostab väline teenusepakkuja;2019;2019;59.1;59,1
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;10-19;24;Dokumendid IKT turvalisuse hindamise, praktikate, protseduuride kohta;2019;2019;59.1;59,1
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;10-19;25;Ettevõttes IKT spetsialistid ja dokumentatsioon IKT turvalisuse hindamise, praktikate ja protseduuride kohta;2019;2019;18.1;18,1
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;10-19;26;Turvapoliitikat muudeti viimati viimase 12 kuu jooksul;2019;2019;52.5;52,5
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;10-19;27;Turvapoliitikat muudeti viimati 12 kuni 24 kuud tagasi;2019;2019;3.3;3,3
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;10-19;28;Turvapoliitikat muudeti viimati rohkem kui 24 kuud tagasi;2019;2019;3.3;3,3
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;10-19;29;Turvapoliitikat muudeti viimati viimase 24 kuu jooksul;2019;2019;55.8;55,8
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;10-19;30;Eelmisel aastal kokkupuude IKT turvaintsidendiga, IKT teenused polnud kättesaadavad;2019;2019;7;7
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;10-19;31;Eelmisel aastal kokkupuude IKT turvaintsidendiga, andmete hävitamine või rikkumine;2019;2019;7;7
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;10-19;32;Eelmisel aastal kokkupuude IKT turvaintsidendiga, konfidentsiaalsete andmete leke;2019;2019;10.3;10,3
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;10-19;33;Eelmisel aastal kokkupuude vähemalt ühe IKT turvaintsidendiga;2019;2019;10.3;10,3
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;10-19;34;Eelmisel aastal ei puutunud kokku ühegi IKT turvaintsidendiga;2019;2019;86.4;86,4
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;10-19;35;Kindlustus IKT turvaintsidentide vastu;2019;2019;10.3;10,3
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;20-49;1;Tugev paroolide autentimine;2019;2019;91.6;91,6
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;20-49;2;Värskeimate tarkvara versioonide kasutamine;2019;2019;91.2;91,2
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;20-49;3;Biomeetrilise meetodi kasutamine kasutaja tuvastamiseks, autentimiseks;2019;2019;12.4;12,4
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;20-49;4;Andmete, dokumentide, e-kirjade krüpteerimine;2019;2019;83.6;83,6
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;20-49;5;Andmete varundamine eraldi keskkonda;2019;2019;95.6;95,6
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;20-49;6;Võrgujuurdepääsu kontroll;2019;2019;91.6;91,6
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;20-49;7;VPNi kasutamine;2019;2019;82.4;82,4
Ettevõtete osatähtsus, %;Finants- ja kindlustustegevus;20-49;8;Turvaintsidendi logifailide kopeerimine ja säilitamine analüüsiks;2019;2019;78.8;78,8
